,万人幸福の栞 1 今日は最良の一日、今は無二の好機。 日々好日(にちにちこうじつ) 。2 苦難は幸福の門。 苦難福門(くなんふくもん)。3 運命は自らまねき、境遇は自ら造る。運命自招(うんめいじしょう)。4 人は鏡、万象はわが師。万象我師(ばんしょうわがし)。5 夫婦は一対の反射鏡。夫婦対鏡(ふうふたいきょう)。6 子は親の心を実演する名優である。子女名優(しじょめいゆう)。7 肉体は精神の象徴、病気は生活の赤信号。疾病信号(しっぺいしんごう)。8 明朗は健康の父、愛和は幸福の母。明朗愛和（めいろうあいわ）。9 約束を違えれば、己の幸を捨て他人の福を奪う。破約失福(はやくしっぷく)。10 働きは最上の喜び。勤労歓喜(きんろうかんき)。11 物はこれを生かす人に集まる。万物生成(ばんぶつせいせい)。12 得るは捨つるにあり。捨我得全(しゃがとくぜん)。13 本を忘れず、末を乱さず。反始慎終(はんししんしゅう)。14 希望は心の太陽である。心即太陽(しんそくたいよう)。15 信ずれば成り、憂えれば崩れる。信成万事(しんせいばんじ)。16 己を尊び人に及ぼす。尊己及人(そんききゅうじん)。17 人生は神の演劇、その主役は己自身である。人生神劇(じんせいしんげき)。
,万人幸福の栞1.今日は最良の一日、今は無二の好機: 21ページ :説明:寒い日、暑い日、雨の日といろいろあるけれど、どの日がよくて、どの日が悪いということはありません。今日がいちばんよい日なのです。   その今日は、今この一秒の集積ですから、「今がいちばんよいときだ」と、気づいたことを直ちに行ない、テキパキと処理することが成功の秘訣、健康の勘所です。
," 苦難は幸福の門: ”説明"":病気や災難、貧苦、家庭不和といった苦難が人生には多くありますが、これらは生活の不自然さ、心のゆがみを教えてくれています。したがって、苦難に直面したときは、嫌がったり逃げたりせずに、堂々と喜んで受け止め、自分を改めていくとき、幸福の世界が開けるのです。"
,運命は自らまねき、境遇は自ら造る: 「説明」:私たちの生活と人生は運命という不可抗力で左右されるものではありません。自分の力で切り開くことができるのです。境遇も、自分の心の通りに変わっていくのです。  運命を切り開き、境遇をつくるのも自分自身です。努力がすべてで、やればできるのです。
,人は鏡、万象はわが師:「説明」:人は人、自分は自分だと考えるところに不幸が生じます。人はみな見えない次元でつながっていて、人は自分の心やふるまいを反映する鏡なのです。  人を変えようとする前にまず自分を変える。身の回りに起きてくることは、自分を教え導く先生でもあります。  心を空にしてその教えを聞き、心のゆがみや生活を正したとき、周囲もおのずと変わってくるのです。
,夫婦は一対の反射鏡:「説明」:夫婦とは一組の合わせ鏡のようなもの。互いに照らしあい、お互いを映し合っています。 ですから、相手を直そうとするよりも、まず自分をよくしていくことです。 そうして夫婦がぴったりと合一するとき、一家の健康と発展はもとよりすべての幸福が生み出されます。
,子は親の心を実演する名優である:「説明」:子は親の顔形から立ち居ふるまい、クセにいたるまでよく似ていますが、それだけでなく、親の心や行為をそのまま映し出し、身代わりに実演しているのです。 子供が悪くて困るというとき、子供を責めずに、原因は親にあると自覚し、親自身が改めるとき、子供は自然に変わっていくのです。
, 肉体は精神の象徴、病気は生活の赤信号:「説明」:肉体は心の容れ物であり、心のあらわれです。また、病気は一般に知られている原因の奥に、真の原因があります。  心の不自然なゆがみや偏りが、肉体に赤信号としてあらわれているのです。朗らかで豊かなうるおいのある心は、病気を治癒するほどの力をもっています。
, 明朗は健康の父、愛和は幸福の母:「説明」:ひとりの人が朗らかだと、そのまわりまで明るくなります。  明朗な心は、肉体の健康、家庭の健康、事業の健康のもと。また、愛によって和がなりたち、すべてが成就します。  明朗と愛和の精神こそ、日常生活でもっとも心がけるべきことなのです。
, 約束を違えれば、己の幸を捨て他人の福を奪う:「説明」:社会生活には多くの法律や規制などのきめごとがあり、人同士で決めた約束があります。  こうしたことを破ったとき、そのつけは必ず負わされるのです。約束はどんなことでも守り、まずは時間を守ることから始めましょう。
, 働きは最上の喜び:「説明」:人はただ生きているだけでは何の意味もありません。働いてはじめて生きがいがあります。 真心で働くとき、必ず「喜び」という報酬が得られ、肉体の健康も、物質の恵みも、地位も、名誉もついてきます。 いま就いている仕事の尊さを自覚して、喜んで進んで働きましょう。
, 物はこれを生かす人に集まる:「説明」:物は人と同じようにいのちがあり、生きています。大切に使うと持ち主のために喜んで働き、粗末に扱えば反抗したり、喰ってかかったりします。  なかでも物を象徴し、すべての財を具象した金銭は、もっとも敏感な生き物です。金銭はその人の努力に正比例し、欲心に反比例して集まってくるのです。
, 得るは捨つるにあり:「説明」:物事がいつも順調に運ぶとはかぎりません。窮地のときは、思い切って欲心を捨て、絶体絶命のときには命すら投げ出す覚悟を決める。  そうしたとき、思いもよらぬ好結果が生じるのです。私情雑念をさっぱりと捨て、明朗な心に達したとき、必ず危難から逃れることができるのです。
, 本を忘れず、末を乱さず「説明」:私たちは、枝葉のことには気をつけますが、本(もと)を忘れがちです。初心を忘れ、受けた恩を忘れるから、いつしか怠け、過ちをおかします。 本を忘れないで、後始末をきちんとしましょう。とりわけ私の命の根元(もと)である両親の恩を感じ、祖先を敬う心が大切です。
, 希望は心の太陽である:「説明」:都合がよいから希望をもつのではありません。 一度しかない人生、二度と出くわすことのない仕事、世界にただ一つのこの生命だから、前途に燃えるような希望をもつのです。 希望はいくら灯しても尽きることのない永遠の光なのです。
, 信ずれば成り、憂えれば崩れる「説明」:自信のないことは失敗する。憂え心を抱いて弱気になると、物事はうまくいきません。  きっとできるという信念が、そのことを成就させます。信は力なのです。
, 己を尊び人に及ぼす:「説明」:世の中にたった一つしかない宝というべき自分の個性をできるだけ伸ばして、世のため、人のために働く。 それが自分を尊ぶことになります。人の喜びをわが喜びに、人の悲しみをわが悲しみとする境地が開けるのです。
, 人生は神の演劇、その主役は己自身である: 「説明」:人生は、人間だけの小さな知恵やカなどを超えた、もっと大きなものによって動かされ、つくられていきます。これは神の演劇というべきもの。 私たちはその演劇の主人公であるから、演出の作法である純粋倫理に則して、カいっぱい生き抜いていきましょう。
,
その他の標語類について,
,倫理法人会憲章: 倫理法人会は、実行によって直ちに正しさが証明できる純粋倫理を基底に、経営者の自己革新をはかり、心の経営をめざす人々のネットワークを拡げ、共尊共生の精神に則った健全な繁栄を実現し、地域社会の発展と美しい世界づくりに貢献することを目的とした団体である。これがため以下の「活動指針」と「会員心得」を掲げる。
,倫理法人会活動指針: 1.倫理の学習と実践の場を提供し、よりよい生活習慣とゆたかな人間性をそなえたリーダーを養成する。2.深く家族を愛し、篤く祖先を敬い、なごやかでゆるぎない家庭を築く人を育てる。3.「明朗」「愛和」「喜働」の実践により、躍動する職場づくりを推進する。4.愛と敬と感謝の経営をめざす会員の輪を拡げ、各種の活動をとおして地域社会の発展に寄与する。5.自然を畏敬・親愛し、「地球人」たる自覚を深め、環境の保全と美化に貢献する。
,倫理法人会会員心得: 1.朗らかに働き、喜びの人生を創造します。 2.約束を守り、信頼の輪をひろげます。 3.人を愛して争わず、互いの繁栄をねがいます。
,日常の7つの基本動作を標語化したものが「7Acts（セブンアクト）」です。  1　あいさつが示す人がら、躊躇せず先手で明るくハッキリと。 2　返事は好意のバロメーター、打てば響く「ハイ」の一言。 3　気づいたことは即行即止、間髪いれずに実行を。 4　先手は勝つ手5分前、心を整え完全燃焼。 5　背筋を伸ばしてあごをひく、姿勢は気力の第一歩。 6　友情はルールを守る心から、連帯感を育てよう。 7　物の整理は心の整理、感謝をこめて後始末。
,倫理法人会の歌、「夢はてしなく」:　  １ 深き縁（えにし）の出会いを遂げて 交わすほほえみ生きぬく力 ああ愛おしい君を守りて 夢を重ねるわれらの家族  ２ はるか歴史の弓なす島に 倫理（みち）を践（ふ）みしめ拡がる絆 ああ日の本を創り修める 夢は果てないわれらの使命  ３ 宇宙（そら）に浮かびて蒼くかがやく 生命はぐくむ海山川よ ああこの地球（ほし）の恵み豊かに 夢を受け継ぐわれらの願い  動画：https://drive.google.com/file/d/11WRiEuv60hspjAydwP6_0zxO02h1WUgu/view?usp=sharing
,倫理法人会の歌、「夢かぎりなく」:　  １ 今日もみなぎる 光をあびて  朝の誓いに 燃え立つ勇気  ああ 太陽と いのち結んで  夢はひろがる われらの世界   ２ 明日の日本を背負いて進む  倫理（みち）につながる まことの友よ  ああ この国の 誇りかかげて  夢をつたえる われらのつとめ   ３ 永久（とわ）の栄えを祈りて歩む 人のよろこび我がよろこびに ああ父母に涙ささげて 夢をかなえるわれらの未来  動画：https://drive.google.com/file/d/1aiWYenNbsd2T42h7ynQKp38-0myYP-nL/view?usp=sharing
,倫理法人会の歌、「日本創生のうた」:　1.高杉仰ぐ武蔵野に　ひとすじの風舞い起こり 　今旋風（つむじ）なす秋（とき）となる　 　今旋風（つむじ）なす秋（とき）となる 　われらの使命　希望（ねがい）を胸に日本創生日本創生　日本創生　日本創生  2.夜明けの空は澄み渡り　心ひとつに歩むとき 　地球倫理の旗なびく　地球倫理の旗なびく 　われらの仲間　希望（ねがい）に燃えて 　日本創生　日本創生　日本創生　日本創生  3.世界の海は果てしなく　幾千の波乗り越えて 　さきがけ進むタグボート　さきがけ進むタグボート 　われらの未来　希望（ねがい）に溢れ 　日本創生　日本創生　日本創生　日本創生
,倫理法人会の歌には「夢はてしなく」「夢かぎりなく」と「日本創生の詩（うた）」があります。
,
行事について,
,"倫理経営講演会で示される内容は、年に1度、自分の立ち位置や、向いている方向が、収益の繋がるかどうか確かめる術として、役に立つ情報を含んでいます。 即ちそれは￥2000以上の価値を持っていると考えられます。 しかしながらその情報は、汎用性を確保するため、半製品の状態で提供されます。 そのため、その内容を役立てられる人と役立てられない人とに分かれます。 ￥2,000は、ある人にとっては安く、ある人にとっては高いと言えるでしょう。"
,"倫理法人会のセミナーや講演会は何かしらのハウツーを伝授するものではありません。 気付きをお手伝いするものです。 倫理経営講演会は気付きを促す内容となっておりますのが、それを生かせるかどうかはそれぞれ異なります。 そのため、￥2,000は、ある人にとっては安く、ある人にとっては高いと言えるでしょう。"
,富士高原研修について、純粋倫理の基本的理解を深め、より高き人生観・死生観の確立をめざします。「まごころ」という日本が誇る精神文化を、会社や家庭の経営へ反映させるべく足下の実践力に磨きをかけ、自己を深く凝視する3日間です。 頻繁に開催されていますが、都道府県ごとに割り当てがあり、年によって若干の前後はありますが、愛媛県の場合は2月上旬が多いです。
,ナイトセミナーは夜開催され、概ね月に一度、以下の3つのいずれかが開催されます。当会の場合18:30～19:30にかけて行っています。1.経営者の集い:主に一般向けの内容で、具体的な体験談を通して、倫理経営についての学びを深めるための勉強会。年に数回開催。2.倫理経営基礎講座:主に会員向けの内容で、純粋倫理を中心とした倫理法人会の理念と理論を学ぶ場です。3.特別ナイトセミナー:年に1回か2回、著名な経営者や、特に関心の高い話題の関係者等をお招きして、体験談や経営理念などを講話いただきます。一般向けにも広く開放されます。
,
行事の手順,
,
,
連絡先について,
